cat,noise,level,rep,n_questions,stop_reason,all_resolved,clear,false_pass,false_pass_n,false_fail,false_fail_n,skill_err
8,B,0.8,24,300,bank_exhausted,0,1,0,0,0,6,0.2144666371976898
10,B,0.8,24,223,all_resolved,1,1,0,0,1,6,0.32995609769806084
1,B,0.8,25,163,all_resolved,1,1,0,0,0,6,0.44615628729370155
2,B,0.8,25,300,bank_exhausted,0,1,0,0,0,6,0.42663659839706564
3,B,0.8,25,225,all_active_resolved,0,1,0,0,1,6,0.3583650389398879
5,B,0.8,25,249,all_resolved,1,1,0,0,1,6,0.28793728046435557
8,B,0.8,25,300,bank_exhausted,0,1,0,0,3,6,0.4973732273960785
10,B,0.8,25,300,bank_exhausted,0,1,0,0,0,6,0.250454677450378
1,B,1.2,0,140,all_resolved,1,1,0,0,0,7,0.24556021267001363
2,B,1.2,0,295,all_resolved,1,1,0,0,0,7,0.16209670034662066
3,B,1.2,0,146,all_resolved,1,1,0,0,0,7,0.24107417197322062
5,B,1.2,0,171,all_resolved,1,1,0,0,1,7,0.29852860329861297
8,B,1.2,0,173,all_resolved,1,1,0,0,0,7,0.26300831402206687
10,B,1.2,0,157,all_resolved,1,1,0,0,0,7,0.10630987119079771
1,B,1.2,1,222,all_resolved,1,1,0,0,1,7,0.34786648786545277
2,B,1.2,1,211,all_resolved,1,1,0,0,0,7,0.24943141387786724
3,B,1.2,1,157,all_resolved,1,1,0,0,0,7,0.21063121209487617
5,B,1.2,1,168,all_resolved,1,1,0,0,0,7,0.24100296048748335
8,B,1.2,1,194,all_active_resolved,0,1,0,0,1,7,0.33165743708442885
10,B,1.2,1,154,all_resolved,1,1,0,0,0,7,0.2324520716276523
1,B,1.2,2,300,bank_exhausted,0,1,0,0,0,7,0.28484100626040754
2,B,1.2,2,187,all_active_resolved,0,1,0,0,0,7,0.2508254485307935
3,B,1.2,2,188,all_resolved,1,1,0,0,0,7,0.23436035066872202
5,B,1.2,2,186,all_active_resolved,0,1,0,0,1,7,0.5097245375270792
8,B,1.2,2,180,all_active_resolved,0,1,0,0,0,7,0.32797589731077437
10,B,1.2,2,157,all_resolved,1,1,0,0,0,7,0.24995627087304156
1,B,1.2,3,149,all_resolved,1,1,0,0,0,7,0.09598007372650555
2,B,1.2,3,234,all_active_resolved,0,1,0,0,0,7,0.23388422496989034
3,B,1.2,3,191,all_active_resolved,0,1,0,0,0,7,0.28712181269861087
5,B,1.2,3,219,all_active_resolved,0,1,0,0,0,7,0.21526145669066094
8,B,1.2,3,180,all_active_resolved,0,1,0,0,0,7,0.2968542158648781
10,B,1.2,3,183,all_resolved,1,1,0,0,0,7,0.21743087479688122
1,B,1.2,4,173,all_resolved,1,1,0,0,0,7,0.1925845108563564
2,B,1.2,4,151,all_resolved,1,1,0,0,0,7,0.14483271056137542
3,B,1.2,4,160,all_resolved,1,1,0,0,0,7,0.15266910700375927
5,B,1.2,4,140,all_resolved,1,1,0,0,0,7,0.16607405499300917
8,B,1.2,4,140,all_resolved,1,1,0,0,0,7,0.2853332249668513
10,B,1.2,4,143,all_resolved,1,1,0,0,0,7,0.23514147470883023
1,B,1.2,5,159,all_resolved,1,1,0,0,1,7,0.342681239223625
2,B,1.2,5,300,bank_exhausted,0,1,0,0,0,7,0.3170933047542646
3,B,1.2,5,144,all_resolved,1,1,0,0,0,7,0.20313417573965356
5,B,1.2,5,223,all_active_resolved,0,1,0,0,0,7,0.3117427287478617
8,B,1.2,5,236,all_active_resolved,0,1,0,0,0,7,0.31858309853270417
10,B,1.2,5,140,all_resolved,1,1,0,0,0,7,0.2280187200528783
1,B,1.2,6,199,all_resolved,1,1,0,0,0,7,0.154122491136253
2,B,1.2,6,152,all_resolved,1,1,0,0,0,7,0.13402020517141328
3,B,1.2,6,167,all_resolved,1,1,0,0,0,7,0.17762554707451103
5,B,1.2,6,154,all_resolved,1,1,0,0,0,7,0.2605338277959177
8,B,1.2,6,172,all_resolved,1,1,0,0,0,7,0.1896908685073048
10,B,1.2,6,191,all_resolved,1,1,0,0,0,7,0.3400804866874679
1,B,1.2,7,180,all_active_resolved,0,1,0,0,0,7,0.2835073893953092
2,B,1.2,7,300,bank_exhausted,0,1,0,0,0,7,0.2812390582376857
3,B,1.2,7,164,all_resolved,1,1,0,0,0,7,0.19215926096519825
5,B,1.2,7,163,all_resolved,1,1,0,0,0,7,0.16927070639835567
8,B,1.2,7,180,all_resolved,1,1,0,0,0,7,0.36073814946456134
10,B,1.2,7,211,all_resolved,1,1,0,0,0,7,0.28705397763142965
1,B,1.2,8,143,all_resolved,1,1,0,0,2,7,0.4649545015161986
2,B,1.2,8,300,bank_exhausted,0,1,0,0,1,7,0.5360261130815138
3,B,1.2,8,300,bank_exhausted,0,1,0,0,1,7,0.4107102947921636
5,B,1.2,8,173,all_resolved,1,1,0,0,1,7,0.3929074054195953
8,B,1.2,8,284,all_resolved,1,1,0,0,1,7,0.2988775285159249
10,B,1.2,8,300,bank_exhausted,0,1,0,0,1,7,0.4464677473561061
1,B,1.2,9,174,all_resolved,1,1,0,0,0,7,0.22748516235844443
2,B,1.2,9,300,bank_exhausted,0,1,0,0,1,7,0.47939109658044693
3,B,1.2,9,190,all_resolved,1,1,0,0,1,7,0.37909883464435634
5,B,1.2,9,166,all_resolved,1,1,0,0,0,7,0.3030596344304634
8,B,1.2,9,164,all_resolved,1,1,0,0,0,7,0.18980724400157092
10,B,1.2,9,141,all_resolved,1,1,0,0,1,7,0.23808137090857864
1,B,1.2,10,300,bank_exhausted,0,1,0,0,1,7,0.4565391446778704
2,B,1.2,10,178,all_resolved,1,1,0,0,1,7,0.28610303975078344
3,B,1.2,10,177,all_resolved,1,1,0,0,0,7,0.20126639263278495
5,B,1.2,10,229,all_active_resolved,0,1,0,0,0,7,0.30740036607148497
8,B,1.2,10,206,all_active_resolved,0,1,0,0,0,7,0.24178807632885274
10,B,1.2,10,199,all_active_resolved,0,1,0,0,1,7,0.4855165898875252
1,B,1.2,11,195,all_resolved,1,1,0,0,0,7,0.21985047917154993
2,B,1.2,11,227,all_resolved,1,1,0,0,0,7,0.20238541252594228
3,B,1.2,11,165,all_resolved,1,1,0,0,0,7,0.2088600813908915
5,B,1.2,11,198,all_resolved,1,1,0,0,0,7,0.2617796175998213
8,B,1.2,11,162,all_resolved,1,1,0,0,1,7,0.33480733235551846
10,B,1.2,11,150,all_resolved,1,1,0,0,0,7,0.1702302326011253
1,B,1.2,12,300,bank_exhausted,0,1,0,0,0,7,0.3495444828476325
2,B,1.2,12,177,all_resolved,1,1,0,0,0,7,0.1939111289044483
3,B,1.2,12,184,all_active_resolved,0,1,0,0,0,7,0.1809225196926494
5,B,1.2,12,199,all_resolved,1,1,0,0,0,7,0.31504380990576575
8,B,1.2,12,247,all_resolved,1,1,0,0,1,7,0.3993698427065202
10,B,1.2,12,297,all_resolved,1,1,0,0,0,7,0.2861904912283978
1,B,1.2,13,195,all_resolved,1,1,0,0,0,7,0.21507620626680352
2,B,1.2,13,192,all_resolved,1,1,0,0,1,7,0.29420848376566944
3,B,1.2,13,173,all_resolved,1,1,0,0,0,7,0.18189641532503892
5,B,1.2,13,167,all_resolved,1,1,0,0,1,7,0.35165101666755433
8,B,1.2,13,271,all_resolved,1,1,0,0,0,7,0.2667322451037511
10,B,1.2,13,145,all_resolved,1,1,0,0,0,7,0.24088631473642239
1,B,1.2,14,154,all_resolved,1,1,0,0,0,7,0.24355592675634913
2,B,1.2,14,221,all_resolved,1,1,0,0,1,7,0.31463214969118886
3,B,1.2,14,200,all_resolved,1,1,0,0,0,7,0.1967837279908343
5,B,1.2,14,158,all_resolved,1,1,0,0,0,7,0.2113312151020769
8,B,1.2,14,215,all_resolved,1,1,0,0,0,7,0.29618895482337804
10,B,1.2,14,173,all_resolved,1,1,0,0,0,7,0.20145280555865314
1,B,1.2,15,185,all_resolved,1,1,0,0,0,7,0.1492841910168113
2,B,1.2,15,181,all_active_resolved,0,1,0,0,0,7,0.2088119481796941
3,B,1.2,15,141,all_resolved,1,1,0,0,1,7,0.3649558275760508
5,B,1.2,15,256,all_resolved,1,1,0,0,0,7,0.15541131929068502
8,B,1.2,15,288,all_active_resolved,0,1,0,0,0,7,0.30760790857345927
10,B,1.2,15,148,all_resolved,1,1,0,0,0,7,0.17943398653617443
1,B,1.2,16,300,bank_exhausted,0,1,0,0,0,7,0.23706707982543315
2,B,1.2,16,189,all_resolved,1,1,0,0,1,7,0.31294023162424495
3,B,1.2,16,182,all_resolved,1,1,0,0,0,7,0.1764687952102925
5,B,1.2,16,297,all_resolved,1,1,0,0,0,7,0.2129696575069768
8,B,1.2,16,176,all_resolved,1,1,0,0,0,7,0.19043825296387892
10,B,1.2,16,265,all_resolved,1,1,0,0,0,7,0.14489598657194153
1,B,1.2,17,285,all_active_resolved,0,1,0,0,0,7,0.26894067365806834
2,B,1.2,17,195,all_active_resolved,0,1,0,0,1,7,0.33893623273906315
3,B,1.2,17,269,all_active_resolved,0,1,0,0,1,7,0.550754604014789
5,B,1.2,17,161,all_resolved,1,1,0,0,0,7,0.17319588031972
8,B,1.2,17,182,all_resolved,1,1,0,0,0,7,0.2829296411812902
10,B,1.2,17,144,all_resolved,1,1,0,0,1,7,0.32774242055787994
1,B,1.2,18,235,all_active_resolved,0,1,0,0,0,7,0.24919775166700883
2,B,1.2,18,183,all_resolved,1,1,0,0,0,7,0.17909459053445453
3,B,1.2,18,269,all_resolved,1,1,0,0,1,7,0.32311260315837625
5,B,1.2,18,179,all_resolved,1,1,0,0,0,7,0.21230874490704996
8,B,1.2,18,184,all_active_resolved,0,1,0,0,0,7,0.354308611491303
10,B,1.2,18,218,all_active_resolved,0,1,0,0,0,7,0.23978273914959455
1,B,1.2,19,300,bank_exhausted,0,1,0,0,0,7,0.22520617335799228
2,B,1.2,19,168,all_resolved,1,1,0,0,0,7,0.18361065510999403
3,B,1.2,19,187,all_resolved,1,1,0,0,0,7,0.19277473335495784
5,B,1.2,19,180,all_active_resolved,0,1,0,0,0,7,0.4016465666988692
8,B,1.2,19,146,all_resolved,1,1,0,0,0,7,0.18980561805958246
10,B,1.2,19,240,all_active_resolved,0,1,0,0,0,7,0.3607350098359846
1,B,1.2,20,300,bank_exhausted,0,1,0,0,0,7,0.25945564388064807
2,B,1.2,20,180,all_active_resolved,0,1,0,0,0,7,0.2657818093995276
3,B,1.2,20,180,all_active_resolved,0,1,0,0,0,7,0.22499458152849652
5,B,1.2,20,172,all_resolved,1,1,0,0,0,7,0.10077482462921852
8,B,1.2,20,172,all_resolved,1,1,0,0,0,7,0.22699917165686642
10,B,1.2,20,260,all_active_resolved,0,1,0,0,0,7,0.416841226235877
1,B,1.2,21,152,all_resolved,1,1,0,0,1,7,0.26265824574131863
2,B,1.2,21,263,all_resolved,1,1,0,0,0,7,0.2813282851143318
3,B,1.2,21,188,all_resolved,1,1,0,0,0,7,0.2432611087599092
5,B,1.2,21,150,all_resolved,1,1,0,0,1,7,0.330820992701455
8,B,1.2,21,158,all_resolved,1,1,0,0,1,7,0.339459861806903
10,B,1.2,21,155,all_resolved,1,1,0,0,0,7,0.22635747111998802
1,B,1.2,22,219,all_resolved,1,1,0,0,0,7,0.1590230863368978
2,B,1.2,22,166,all_resolved,1,1,0,0,0,7,0.15750316827821487
3,B,1.2,22,143,all_resolved,1,1,0,0,0,7,0.13289078244984226
5,B,1.2,22,140,all_resolved,1,1,0,0,0,7,0.24393480138391288
8,B,1.2,22,172,all_resolved,1,1,0,0,0,7,0.18664907562786834
10,B,1.2,22,164,all_resolved,1,1,0,0,0,7,0.2340356599196227
1,B,1.2,23,300,bank_exhausted,0,1,0,0,0,7,0.3199129115176917
2,B,1.2,23,181,all_active_resolved,0,1,0,0,0,7,0.2129117612617129
3,B,1.2,23,169,all_resolved,1,1,0,0,0,7,0.196191974950211
5,B,1.2,23,162,all_resolved,1,1,0,0,0,7,0.2568512392217176
8,B,1.2,23,258,all_resolved,1,1,0,0,0,7,0.18811932674848025
10,B,1.2,23,162,all_resolved,1,1,0,0,0,7,0.3075380941936719
1,B,1.2,24,300,bank_exhausted,0,1,0,0,1,7,0.47065227021741146
2,B,1.2,24,151,all_resolved,1,1,0,0,0,7,0.15361297954542502
3,B,1.2,24,300,bank_exhausted,0,1,0,0,0,7,0.2956221454477871
5,B,1.2,24,198,all_resolved,1,1,0,0,0,7,0.17591042322118056
8,B,1.2,24,154,all_resolved,1,1,0,0,0,7,0.26011010513700167
10,B,1.2,24,300,bank_exhausted,0,1,0,0,0,7,0.32082211773737807
1,B,1.2,25,300,bank_exhausted,0,1,0,0,1,7,0.4154487369279914
2,B,1.2,25,300,bank_exhausted,0,1,0,0,1,7,0.3247468863099626
3,B,1.2,25,153,all_resolved,1,1,0,0,0,7,0.21610212532002088
5,B,1.2,25,156,all_resolved,1,1,0,0,1,7,0.4366408569136996
8,B,1.2,25,181,all_resolved,1,1,0,0,0,7,0.20927192533205524
10,B,1.2,25,145,all_resolved,1,1,0,0,0,7,0.1819379394232528
