arm,level,concord,seed,n_ad6,stop_reason,n_joint_shadow,terminal_post_corr,t1_max_dev,verdicts,true_l
OFF,0.6,concordant,55567,300,bank_exhausted,,-0.018929042554656533,0.0,REFER_BORDERLINE|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55568,300,bank_exhausted,,-0.0015117944259866486,0.0,PASS|PASS|PASS|FAIL|PASS|FAIL|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55568,300,bank_exhausted,,-0.014643960991404354,0.0,PASS|PASS|PASS|PASS|FAIL|REFER_BORDERLINE|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55569,300,bank_exhausted,,0.0009111380727424987,0.0,PASS|FAIL|REFER_BORDERLINE|PASS|REFER_BORDERLINE|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55569,300,bank_exhausted,,-0.025400916830631916,0.0,PASS|PASS|REFER_BORDERLINE|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55570,300,bank_exhausted,,0.019176895181550087,0.0,PASS|PASS|REFER_BORDERLINE|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55570,300,bank_exhausted,,-0.005849938364594248,0.0,PASS|PASS|REFER_BORDERLINE|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55571,300,bank_exhausted,,0.016233948086423592,0.0,FAIL|PASS|PASS|REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55571,300,bank_exhausted,,0.017648271207402273,0.0,REFER_BORDERLINE|PASS|FAIL|FAIL|PASS|PASS|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55572,300,bank_exhausted,,0.022267602566682188,0.0,PASS|PASS|FAIL|PASS|PASS|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55572,300,bank_exhausted,,0.0010689057610637094,0.0,PASS|PASS|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|PASS|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55573,300,bank_exhausted,,0.01829800467569618,0.0,PASS|REFER_BORDERLINE|FAIL|PASS|FAIL|PASS|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55573,300,bank_exhausted,,0.0003444626658754567,0.0,PASS|REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|REFER_BORDERLINE|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55574,300,bank_exhausted,,0.012337422614932895,0.0,REFER_BORDERLINE|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55574,300,bank_exhausted,,0.0008499759770697758,0.0,REFER_BORDERLINE|PASS|FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55575,256,all_resolved,,0.0327701723525511,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55575,300,bank_exhausted,,-0.003467751210782754,0.0,REFER_BORDERLINE|REFER_BORDERLINE|FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55576,300,bank_exhausted,,0.05511643757460677,0.0,REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE|PASS|REFER_BORDERLINE|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55576,300,bank_exhausted,,0.014286731173759863,0.0,PASS|PASS|PASS|PASS|REFER_BORDERLINE|FAIL|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55577,300,bank_exhausted,,-0.005493178762607435,0.0,PASS|PASS|FAIL|FAIL|FAIL|PASS|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55577,300,bank_exhausted,,-0.01653770123426839,0.0,PASS|PASS|PASS|REFER_BORDERLINE|FAIL|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55578,300,bank_exhausted,,0.028514319797243018,0.0,PASS|REFER_BORDERLINE|FAIL|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55578,255,all_resolved,,0.007945139456737608,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55579,300,bank_exhausted,,0.009119106461512708,0.0,PASS|PASS|PASS|PASS|PASS|REFER_BORDERLINE|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55579,300,bank_exhausted,,-0.029676100844152925,0.0,PASS|PASS|FAIL|PASS|REFER_BORDERLINE|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55580,300,bank_exhausted,,-0.014075723515559852,0.0,FAIL|PASS|PASS|PASS|REFER_BORDERLINE|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55580,300,bank_exhausted,,0.010242484076734967,0.0,PASS|PASS|FAIL|PASS|REFER_BORDERLINE|REFER_BORDERLINE|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55581,300,bank_exhausted,,0.004768253795634306,0.0,REFER_BORDERLINE|PASS|PASS|FAIL|REFER_BORDERLINE|REFER_BORDERLINE|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55581,300,bank_exhausted,,-0.013793146871856827,0.0,REFER_BORDERLINE|FAIL|FAIL|PASS|REFER_BORDERLINE|PASS|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55582,257,all_resolved,,0.043016184776751766,0.0,PASS|FAIL|FAIL|FAIL|PASS|FAIL|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55582,272,all_resolved,,-0.016649825158525783,0.0,PASS|PASS|PASS|PASS|FAIL|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55583,217,all_resolved,,0.01177947842094398,0.0,PASS|FAIL|PASS|PASS|FAIL|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55583,235,all_resolved,,-0.012934345407182305,0.0,PASS|PASS|FAIL|PASS|FAIL|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55584,300,bank_exhausted,,0.012548891861793934,0.0,PASS|PASS|PASS|PASS|REFER_BORDERLINE|FAIL|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55584,300,bank_exhausted,,-0.0011335497019907656,0.0,PASS|REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55585,205,all_resolved,,0.029000704244269798,0.0,PASS|PASS|FAIL|PASS|PASS|FAIL|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55585,300,bank_exhausted,,-0.0021356631024575185,0.0,PASS|PASS|PASS|PASS|PASS|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55586,245,all_resolved,,0.0009636480890527163,0.0,PASS|PASS|PASS|PASS|PASS|PASS|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55586,300,bank_exhausted,,0.0009646095355390417,0.0,PASS|REFER_BORDERLINE|REFER_BORDERLINE|PASS|REFER_BORDERLINE|FAIL|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55587,271,all_resolved,,0.027362332384239876,0.0,PASS|PASS|PASS|PASS|PASS|PASS|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55587,300,bank_exhausted,,-0.010336143473158851,0.0,PASS|PASS|PASS|PASS|PASS|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55588,300,bank_exhausted,,0.03282109148312874,0.0,REFER_BORDERLINE|REFER_BORDERLINE|REFER_BORDERLINE|PASS|REFER_BORDERLINE|FAIL|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55588,300,bank_exhausted,,-0.027918081999848403,0.0,PASS|PASS|FAIL|REFER_BORDERLINE|PASS|FAIL|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55589,244,all_resolved,,0.004198918995093211,0.0,PASS|PASS|PASS|PASS|FAIL|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55589,300,bank_exhausted,,0.017414619922758678,0.0,PASS|REFER_BORDERLINE|FAIL|PASS|PASS|FAIL|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55590,282,all_resolved,,0.02012233203509302,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55590,242,all_resolved,,0.016200238697117404,0.0,PASS|PASS|PASS|PASS|PASS|FAIL|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55591,300,bank_exhausted,,0.034865196393795254,0.0,PASS|PASS|PASS|PASS|REFER_BORDERLINE|FAIL|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55591,300,bank_exhausted,,0.0200513546710107,0.0,PASS|REFER_BORDERLINE|REFER_BORDERLINE|REFER_BORDERLINE|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55592,300,bank_exhausted,,0.038051417410304246,0.0,REFER_BORDERLINE|PASS|PASS|PASS|PASS|FAIL|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55592,300,bank_exhausted,,-0.00861381809619046,0.0,PASS|FAIL|FAIL|FAIL|PASS|PASS|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55593,300,bank_exhausted,,0.04004827505837538,0.0,FAIL|PASS|PASS|PASS|PASS|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55593,290,all_resolved,,0.007768237710147205,0.0,FAIL|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55594,276,all_resolved,,0.02482989532928149,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55594,300,bank_exhausted,,-0.011247117216056687,0.0,PASS|PASS|REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55595,206,all_resolved,,0.033107084461163325,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55595,228,all_resolved,,0.006132469315768953,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55596,300,bank_exhausted,,0.033108253633300645,0.0,FAIL|PASS|REFER_BORDERLINE|PASS|PASS|PASS|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55596,300,bank_exhausted,,0.013849135392851533,0.0,FAIL|PASS|PASS|PASS|PASS|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55597,300,bank_exhausted,,0.025205521172792438,0.0,PASS|PASS|PASS|PASS|PASS|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55597,300,bank_exhausted,,6.0364589514189614e-05,0.0,PASS|PASS|REFER_BORDERLINE|PASS|FAIL|REFER_BORDERLINE|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55598,240,all_resolved,,-0.0003362316681473665,0.0,PASS|PASS|FAIL|PASS|PASS|PASS|FAIL,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55598,300,bank_exhausted,,-0.01340589770059983,0.0,PASS|PASS|REFER_BORDERLINE|PASS|FAIL|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,concordant,55599,300,bank_exhausted,,0.014385844531525572,0.0,PASS|PASS|REFER_BORDERLINE|PASS|PASS|PASS|REFER_BORDERLINE,0.600|0.600|0.600|0.600|0.600|0.600|0.600
OFF,0.6,concordant,55599,300,bank_exhausted,,-0.012360248699214184,0.0,PASS|PASS|FAIL|REFER_BORDERLINE|PASS|PASS|PASS,0.600|0.600|0.600|0.600|0.600|0.600|0.600
ON,0.6,discordant,55600,299,all_resolved,,0.014955725426537825,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,1.207|0.654|0.535|0.621|0.499|0.912|0.498
OFF,0.6,discordant,55600,300,bank_exhausted,,-0.0043998742511692146,0.0,PASS|PASS|REFER_BORDERLINE|PASS|REFER_BORDERLINE|PASS|FAIL,1.207|0.654|0.535|0.621|0.499|0.912|0.498
ON,0.6,discordant,55601,300,bank_exhausted,,-0.009807971284851178,0.0,PASS|PASS|PASS|FAIL|REFER_BORDERLINE|FAIL|PASS,0.671|1.463|1.640|-0.889|0.429|-0.176|0.932
OFF,0.6,discordant,55601,193,all_resolved,,-0.011980501501196774,0.0,PASS|PASS|PASS|FAIL|FAIL|FAIL|PASS,0.671|1.463|1.640|-0.889|0.429|-0.176|0.932
ON,0.6,discordant,55602,300,bank_exhausted,,0.022778138936006453,0.0,REFER_BORDERLINE|PASS|PASS|FAIL|FAIL|FAIL|PASS,0.438|0.469|1.169|0.356|0.062|0.054|0.850
OFF,0.6,discordant,55602,300,bank_exhausted,,-0.001990402129793113,0.0,FAIL|PASS|FAIL|PASS|REFER_BORDERLINE|FAIL|PASS,0.438|0.469|1.169|0.356|0.062|0.054|0.850
ON,0.6,discordant,55603,231,all_resolved,,-0.004061825502620255,0.0,FAIL|PASS|FAIL|PASS|PASS|PASS|FAIL,0.089|1.568|0.009|1.548|0.663|0.444|0.226
OFF,0.6,discordant,55603,300,bank_exhausted,,-0.007811590410052334,0.0,FAIL|PASS|FAIL|PASS|REFER_BORDERLINE|FAIL|FAIL,0.089|1.568|0.009|1.548|0.663|0.444|0.226
ON,0.6,discordant,55604,194,all_resolved,,0.04038592850281171,0.0,PASS|PASS|FAIL|PASS|PASS|PASS|PASS,1.032|1.393|-0.678|0.223|1.144|0.692|0.814
OFF,0.6,discordant,55604,300,bank_exhausted,,0.01852333744125801,0.0,PASS|PASS|FAIL|REFER_BORDERLINE|PASS|FAIL|PASS,1.032|1.393|-0.678|0.223|1.144|0.692|0.814
ON,0.6,discordant,55605,212,all_resolved,,0.01431251553137009,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,1.255|0.747|0.615|0.403|1.169|0.220|1.146
OFF,0.6,discordant,55605,277,all_resolved,,-0.025638672036987727,0.0,PASS|PASS|FAIL|PASS|PASS|FAIL|PASS,1.255|0.747|0.615|0.403|1.169|0.220|1.146
ON,0.6,discordant,55606,300,bank_exhausted,,0.002971858602305024,0.0,PASS|PASS|FAIL|REFER_BORDERLINE|PASS|PASS|FAIL,1.534|1.037|0.022|0.633|1.002|0.858|-0.405
OFF,0.6,discordant,55606,207,all_resolved,,0.0063381574808174775,0.0,PASS|PASS|FAIL|PASS|PASS|PASS|PASS,1.534|1.037|0.022|0.633|1.002|0.858|-0.405
ON,0.6,discordant,55607,205,all_resolved,,0.004584980769399708,0.0,PASS|FAIL|PASS|PASS|PASS|PASS|PASS,1.475|-0.154|1.595|0.714|1.068|0.986|1.230
OFF,0.6,discordant,55607,244,all_resolved,,-0.01792204692913509,0.0,PASS|FAIL|PASS|PASS|PASS|PASS|PASS,1.475|-0.154|1.595|0.714|1.068|0.986|1.230
ON,0.6,discordant,55608,203,all_resolved,,0.00844641686918017,0.0,PASS|PASS|PASS|PASS|FAIL|FAIL|PASS,1.023|1.151|0.814|1.153|0.494|0.294|0.471
OFF,0.6,discordant,55608,300,bank_exhausted,,0.011700303868785338,0.0,PASS|PASS|FAIL|PASS|REFER_BORDERLINE|PASS|PASS,1.023|1.151|0.814|1.153|0.494|0.294|0.471
ON,0.6,discordant,55609,300,bank_exhausted,,-0.004166884797035984,0.0,REFER_BORDERLINE|REFER_BORDERLINE|PASS|PASS|PASS|PASS|FAIL,-0.166|0.334|1.008|0.218|0.992|0.320|-0.001
OFF,0.6,discordant,55609,209,all_resolved,,-0.012051090911081652,0.0,FAIL|PASS|PASS|FAIL|PASS|PASS|FAIL,-0.166|0.334|1.008|0.218|0.992|0.320|-0.001
ON,0.6,discordant,55610,300,bank_exhausted,,0.028625613985398736,0.0,FAIL|PASS|REFER_BORDERLINE|PASS|FAIL|PASS|FAIL,-0.341|2.126|0.421|0.109|0.415|0.758|-0.571
OFF,0.6,discordant,55610,300,bank_exhausted,,-0.019663078988161442,0.0,FAIL|PASS|FAIL|FAIL|REFER_BORDERLINE|PASS|FAIL,-0.341|2.126|0.421|0.109|0.415|0.758|-0.571
ON,0.6,discordant,55611,232,all_resolved,,0.015974286708904235,0.0,FAIL|PASS|FAIL|PASS|FAIL|PASS|PASS,0.097|1.134|-0.519|1.197|0.090|1.449|0.633
OFF,0.6,discordant,55611,241,all_resolved,,0.016973217274887924,0.0,FAIL|PASS|FAIL|PASS|FAIL|PASS|PASS,0.097|1.134|-0.519|1.197|0.090|1.449|0.633
ON,0.6,discordant,55612,191,all_resolved,,0.03672977641878824,0.0,PASS|PASS|FAIL|PASS|FAIL|FAIL|PASS,0.765|1.610|1.098|0.407|-0.358|0.335|0.300
OFF,0.6,discordant,55612,268,all_resolved,,0.02014481233083374,0.0,PASS|PASS|PASS|FAIL|FAIL|FAIL|FAIL,0.765|1.610|1.098|0.407|-0.358|0.335|0.300
ON,0.6,discordant,55613,300,bank_exhausted,,0.02562819548118139,0.0,REFER_BORDERLINE|PASS|FAIL|FAIL|PASS|PASS|PASS,-0.081|0.865|-0.052|-0.999|1.117|0.964|0.319
OFF,0.6,discordant,55613,300,bank_exhausted,,-0.008105629864980545,0.0,FAIL|PASS|FAIL|FAIL|PASS|PASS|REFER_BORDERLINE,-0.081|0.865|-0.052|-0.999|1.117|0.964|0.319
ON,0.6,discordant,55614,300,bank_exhausted,,-0.02182244195350508,0.0,PASS|REFER_BORDERLINE|FAIL|FAIL|PASS|PASS|PASS,0.596|0.504|0.211|0.246|1.177|0.752|0.864
OFF,0.6,discordant,55614,283,all_resolved,,-0.016095585642785376,0.0,PASS|PASS|FAIL|FAIL|FAIL|PASS|PASS,0.596|0.504|0.211|0.246|1.177|0.752|0.864
ON,0.6,discordant,55615,203,all_resolved,,0.03709084511876329,0.0,FAIL|PASS|PASS|PASS|PASS|FAIL|PASS,0.170|0.661|0.740|0.953|0.734|-0.455|1.318
OFF,0.6,discordant,55615,300,bank_exhausted,,-0.01422975901313315,0.0,REFER_BORDERLINE|PASS|REFER_BORDERLINE|PASS|PASS|FAIL|PASS,0.170|0.661|0.740|0.953|0.734|-0.455|1.318
ON,0.6,discordant,55616,300,bank_exhausted,,0.026421636803625505,0.0,REFER_BORDERLINE|FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL|PASS,0.494|0.059|1.564|0.077|0.345|0.065|1.013
OFF,0.6,discordant,55616,300,bank_exhausted,,0.020261488873021292,0.0,REFER_BORDERLINE|FAIL|PASS|FAIL|FAIL|FAIL|PASS,0.494|0.059|1.564|0.077|0.345|0.065|1.013
ON,0.6,discordant,55617,245,all_resolved,,0.036080017106497046,0.0,FAIL|PASS|PASS|PASS|PASS|PASS|PASS,-0.485|0.720|0.692|0.642|0.596|1.845|2.188
OFF,0.6,discordant,55617,300,bank_exhausted,,0.0005730341974225197,0.0,FAIL|FAIL|PASS|REFER_BORDERLINE|PASS|PASS|PASS,-0.485|0.720|0.692|0.642|0.596|1.845|2.188
ON,0.6,discordant,55618,300,bank_exhausted,,0.027724637733355702,0.0,PASS|PASS|REFER_BORDERLINE|FAIL|FAIL|PASS|PASS,1.340|0.810|0.521|-1.043|-0.373|1.194|1.029
OFF,0.6,discordant,55618,300,bank_exhausted,,-0.005642782812286691,0.0,PASS|PASS|REFER_BORDERLINE|FAIL|FAIL|PASS|PASS,1.340|0.810|0.521|-1.043|-0.373|1.194|1.029
ON,0.6,discordant,55619,300,bank_exhausted,,0.01210988795483705,0.0,PASS|REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE|PASS|FAIL,0.748|0.286|0.767|0.652|0.768|0.755|0.486
OFF,0.6,discordant,55619,262,all_resolved,,0.005573097980828229,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,0.748|0.286|0.767|0.652|0.768|0.755|0.486
ON,0.6,discordant,55620,300,bank_exhausted,,0.0017833984811700305,0.0,FAIL|FAIL|REFER_BORDERLINE|PASS|FAIL|PASS|PASS,-0.028|-0.253|0.904|0.423|-0.343|1.420|0.868
OFF,0.6,discordant,55620,203,all_resolved,,0.007841666394115,0.0,FAIL|FAIL|PASS|FAIL|FAIL|PASS|PASS,-0.028|-0.253|0.904|0.423|-0.343|1.420|0.868
ON,0.6,discordant,55621,300,bank_exhausted,,0.025772574765048722,0.0,PASS|PASS|PASS|REFER_BORDERLINE|PASS|PASS|PASS,0.830|0.534|0.849|0.089|1.425|1.132|0.567
OFF,0.6,discordant,55621,300,bank_exhausted,,-0.0155730365242552,0.0,REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE,0.830|0.534|0.849|0.089|1.425|1.132|0.567
ON,0.6,discordant,55622,300,bank_exhausted,,0.01816250062670305,0.0,PASS|REFER_BORDERLINE|FAIL|FAIL|PASS|REFER_BORDERLINE|PASS,1.075|0.244|-0.190|-0.148|0.237|0.701|1.507
OFF,0.6,discordant,55622,300,bank_exhausted,,0.005681010373305567,0.0,PASS|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|REFER_BORDERLINE|PASS|PASS,1.075|0.244|-0.190|-0.148|0.237|0.701|1.507
ON,0.6,discordant,55623,183,all_resolved,,0.028738237561815694,0.0,PASS|PASS|PASS|PASS|PASS|FAIL|FAIL,1.114|1.252|0.819|0.733|0.850|0.384|0.432
OFF,0.6,discordant,55623,300,bank_exhausted,,-0.012959642018753381,0.0,REFER_BORDERLINE|PASS|REFER_BORDERLINE|REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE,1.114|1.252|0.819|0.733|0.850|0.384|0.432
ON,0.6,discordant,55624,212,all_resolved,,0.04929758846009165,0.0,PASS|FAIL|PASS|FAIL|PASS|PASS|PASS,1.208|-0.052|0.750|-0.662|0.850|2.334|0.835
OFF,0.6,discordant,55624,300,bank_exhausted,,-0.012558828866606633,0.0,PASS|FAIL|PASS|FAIL|REFER_BORDERLINE|PASS|PASS,1.208|-0.052|0.750|-0.662|0.850|2.334|0.835
ON,0.6,discordant,55625,211,all_resolved,,0.025155798659576352,0.0,PASS|PASS|PASS|PASS|FAIL|PASS|FAIL,0.869|0.584|0.041|0.666|0.450|0.828|-0.156
OFF,0.6,discordant,55625,270,all_resolved,,0.006253189879376226,0.0,PASS|PASS|FAIL|PASS|FAIL|PASS|FAIL,0.869|0.584|0.041|0.666|0.450|0.828|-0.156
ON,0.6,discordant,55626,300,bank_exhausted,,0.006881854160826648,0.0,PASS|FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL|PASS,0.927|-0.262|0.360|0.249|0.410|0.214|0.813
OFF,0.6,discordant,55626,300,bank_exhausted,,-0.0046407689156856054,0.0,PASS|FAIL|REFER_BORDERLINE|PASS|FAIL|REFER_BORDERLINE|PASS,0.927|-0.262|0.360|0.249|0.410|0.214|0.813
ON,0.6,discordant,55627,300,bank_exhausted,,0.03705070595592556,0.0,PASS|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL,0.811|-0.205|0.355|0.196|0.244|-0.155|0.372
OFF,0.6,discordant,55627,300,bank_exhausted,,-0.020184123216119614,0.0,PASS|FAIL|PASS|REFER_BORDERLINE|FAIL|FAIL|PASS,0.811|-0.205|0.355|0.196|0.244|-0.155|0.372
ON,0.6,discordant,55628,300,bank_exhausted,,0.0552331359137888,0.0,PASS|PASS|PASS|FAIL|REFER_BORDERLINE|PASS|PASS,1.181|0.635|1.287|0.423|0.443|0.450|0.593
OFF,0.6,discordant,55628,300,bank_exhausted,,0.02323591423147122,0.0,PASS|PASS|PASS|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|PASS,1.181|0.635|1.287|0.423|0.443|0.450|0.593
ON,0.6,discordant,55629,200,all_resolved,,0.013072059128307193,0.0,PASS|PASS|PASS|PASS|PASS|PASS|PASS,0.890|0.090|0.705|0.564|1.522|0.059|1.827
OFF,0.6,discordant,55629,300,bank_exhausted,,-0.0037287959777941443,0.0,PASS|REFER_BORDERLINE|PASS|PASS|PASS|FAIL|PASS,0.890|0.090|0.705|0.564|1.522|0.059|1.827
ON,0.6,discordant,55630,209,all_resolved,,0.022977894058087683,0.0,PASS|PASS|FAIL|FAIL|FAIL|PASS|FAIL,0.577|0.394|-0.578|-0.350|0.421|0.658|0.289
OFF,0.6,discordant,55630,300,bank_exhausted,,0.028442872210908736,0.0,PASS|PASS|FAIL|FAIL|PASS|REFER_BORDERLINE|FAIL,0.577|0.394|-0.578|-0.350|0.421|0.658|0.289
ON,0.6,discordant,55631,202,all_resolved,,0.024221558225292202,0.0,PASS|FAIL|PASS|FAIL|PASS|FAIL|FAIL,0.800|0.260|1.157|-0.026|0.652|-0.501|-1.226
OFF,0.6,discordant,55631,300,bank_exhausted,,-0.02549449611410228,0.0,PASS|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|REFER_BORDERLINE|FAIL|FAIL,0.800|0.260|1.157|-0.026|0.652|-0.501|-1.226
ON,0.6,discordant,55632,233,all_resolved,,0.03659870802156797,0.0,FAIL|PASS|FAIL|FAIL|PASS|PASS|PASS,0.204|0.818|-0.493|-0.023|0.645|1.043|1.304
OFF,0.6,discordant,55632,218,all_resolved,,0.023772460812829604,0.0,FAIL|PASS|FAIL|FAIL|PASS|PASS|PASS,0.204|0.818|-0.493|-0.023|0.645|1.043|1.304
ON,0.6,discordant,55633,300,bank_exhausted,,0.014575046333179995,0.0,PASS|PASS|REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE|FAIL,0.844|1.107|0.177|1.012|0.545|0.252|-0.447
