session_id,K,l_level,n_min,alpha,r_star,max_consec,max_same_domain_run,max_iiic_run,n_particles,max_questions,n_questions,stop_reason,n_pass,n_fail,n_refer_borderline,n_refer_uninformative,n_pending,n_resolved,max_n_per_task,min_n_per_task,mean_n_per_task,auroc_mean,auroc_hw_mean,elapsed_s,lingering_task
C0_d1_n00,7,-1.2,20,0.25,0.3,0,20,5,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.6960225621886051,0.12258806910163998,22.954309948021546,1
C5_d1_n00,7,-1.2,20,0.25,0.3,5,20,5,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.6960225621886051,0.12258806910163998,23.37635948706884,1
C8_d1_n00,7,-1.2,20,0.25,0.3,8,20,5,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.6960225621886051,0.12258806910163998,19.07613282999955,1
C12_d1_n00,7,-1.2,20,0.25,0.3,12,20,5,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.6960225621886051,0.12258806910163998,21.197698657982983,1
C20_d1_n00,7,-1.2,20,0.25,0.3,20,20,5,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.6960225621886051,0.12258806910163998,22.164379477966577,1
C0_d1_n01,7,-1.2,20,0.25,0.3,0,30,30,300,300,178,all_resolved,1,6,0,0,0,7,58,20,25.428571428571427,0.7009574215718525,0.1098717465362972,22.295946625992656,1
C5_d1_n01,7,-1.2,20,0.25,0.3,5,20,5,300,300,155,all_resolved,0,7,0,0,0,7,34,20,22.142857142857142,0.6925794406101244,0.11889656997527617,21.24575429293327,1
C8_d1_n01,7,-1.2,20,0.25,0.3,8,20,8,300,300,185,all_resolved,1,6,0,0,0,7,61,20,26.428571428571427,0.706247933941899,0.10626226860495121,21.84223411406856,1
C12_d1_n01,7,-1.2,20,0.25,0.3,12,20,12,300,300,181,all_resolved,1,6,0,0,0,7,59,20,25.857142857142858,0.7011883001386124,0.10692290138560072,22.739133938914165,1
C20_d1_n01,7,-1.2,20,0.25,0.3,20,20,20,300,300,229,all_resolved,1,6,0,0,0,7,106,20,32.714285714285715,0.69990081916404,0.10302512322872258,26.523515171953477,1
C0_d1_n02,7,-1.2,20,0.25,0.3,0,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.6909296573692768,0.09852259347585839,20.75213946204167,1
C5_d1_n02,7,-1.2,20,0.25,0.3,5,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.6909296573692768,0.09852259347585839,21.049491879995912,1
C8_d1_n02,7,-1.2,20,0.25,0.3,8,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.6909296573692768,0.09852259347585839,18.41641152394004,1
C12_d1_n02,7,-1.2,20,0.25,0.3,12,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.6909296573692768,0.09852259347585839,19.81161928700749,1
C20_d1_n02,7,-1.2,20,0.25,0.3,20,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.6909296573692768,0.09852259347585839,20.722464596969076,1
C0_d1_n03,7,-1.2,20,0.25,0.3,0,20,10,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7098935616997573,0.10809439714552181,22.430046333000064,1
C5_d1_n03,7,-1.2,20,0.25,0.3,5,20,5,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7192021814538657,0.10818132997353039,21.053405462997034,1
C8_d1_n03,7,-1.2,20,0.25,0.3,8,20,8,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7091871378213324,0.1108080818436932,22.25153947493527,1
C12_d1_n03,7,-1.2,20,0.25,0.3,12,20,10,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7098935616997573,0.10809439714552181,21.378246444044635,1
C20_d1_n03,7,-1.2,20,0.25,0.3,20,20,10,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7098935616997573,0.10809439714552181,22.491699354955927,1
C0_d1_n04,7,-1.2,20,0.25,0.3,0,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7391262665536694,0.10681740113603651,16.36259544605855,1
C5_d1_n04,7,-1.2,20,0.25,0.3,5,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7391262665536694,0.10681740113603651,20.67989434802439,1
C8_d1_n04,7,-1.2,20,0.25,0.3,8,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7391262665536694,0.10681740113603651,23.02559516695328,1
C12_d1_n04,7,-1.2,20,0.25,0.3,12,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7391262665536694,0.10681740113603651,23.167829304002225,1
C20_d1_n04,7,-1.2,20,0.25,0.3,20,20,4,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7391262665536694,0.10681740113603651,22.067217507050373,1
C0_d1_n05,7,-1.2,20,0.25,0.3,0,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7529551086151408,0.12376548078196488,21.148929108050652,1
C5_d1_n05,7,-1.2,20,0.25,0.3,5,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7529551086151408,0.12376548078196488,20.376383538008668,1
C8_d1_n05,7,-1.2,20,0.25,0.3,8,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7529551086151408,0.12376548078196488,20.84503443806898,1
C12_d1_n05,7,-1.2,20,0.25,0.3,12,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7529551086151408,0.12376548078196488,23.39871434099041,1
C20_d1_n05,7,-1.2,20,0.25,0.3,20,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7529551086151408,0.12376548078196488,22.551756107946858,1
C0_d1_n06,7,-1.2,20,0.25,0.3,0,20,5,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7345763347805832,0.13516358981161553,21.388436594977975,1
C5_d1_n06,7,-1.2,20,0.25,0.3,5,20,5,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7345763347805832,0.13516358981161553,21.32314056600444,1
C8_d1_n06,7,-1.2,20,0.25,0.3,8,20,5,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7345763347805832,0.13516358981161553,23.83511763403658,1
C12_d1_n06,7,-1.2,20,0.25,0.3,12,20,5,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7345763347805832,0.13516358981161553,23.279168830020353,1
C20_d1_n06,7,-1.2,20,0.25,0.3,20,20,5,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7345763347805832,0.13516358981161553,20.70068728295155,1
C0_d1_n07,7,-1.2,20,0.25,0.3,0,67,67,300,300,214,all_resolved,1,6,0,0,0,7,94,20,30.571428571428573,0.6812437402359711,0.09902928219475493,22.608233169070445,1
C5_d1_n07,7,-1.2,20,0.25,0.3,5,20,5,300,300,157,all_resolved,1,6,0,0,0,7,36,20,22.428571428571427,0.6853887189012798,0.09932425868927124,21.248305337969214,1
C8_d1_n07,7,-1.2,20,0.25,0.3,8,20,8,300,300,178,all_resolved,1,6,0,0,0,7,55,20,25.428571428571427,0.6811989416366935,0.09625331048449144,22.174647583975457,1
C12_d1_n07,7,-1.2,20,0.25,0.3,12,20,12,300,300,181,all_resolved,1,6,0,0,0,7,59,20,25.857142857142858,0.6821967216833124,0.09843390229206864,22.041069086058997,1
C20_d1_n07,7,-1.2,20,0.25,0.3,20,20,20,300,300,212,all_resolved,1,6,0,0,0,7,89,20,30.285714285714285,0.6836421771281518,0.09875263631379919,23.226011727936566,1
C0_d1_n08,7,-1.2,20,0.25,0.3,0,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6730764236366861,0.1166966659719318,19.7065920419991,1
C5_d1_n08,7,-1.2,20,0.25,0.3,5,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6730764236366861,0.1166966659719318,19.687281572027132,1
C8_d1_n08,7,-1.2,20,0.25,0.3,8,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6730764236366861,0.1166966659719318,20.091830475023016,1
C12_d1_n08,7,-1.2,20,0.25,0.3,12,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6730764236366861,0.1166966659719318,21.25361834303476,1
C20_d1_n08,7,-1.2,20,0.25,0.3,20,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6730764236366861,0.1166966659719318,20.650648701004684,1
C0_d1_n09,7,-1.2,20,0.25,0.3,0,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6705761824295581,0.12514725117460052,21.566398228984326,1
C5_d1_n09,7,-1.2,20,0.25,0.3,5,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6705761824295581,0.12514725117460052,22.320518720895052,1
C8_d1_n09,7,-1.2,20,0.25,0.3,8,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6705761824295581,0.12514725117460052,21.795061329961754,1
C12_d1_n09,7,-1.2,20,0.25,0.3,12,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6705761824295581,0.12514725117460052,16.683621413074434,1
C20_d1_n09,7,-1.2,20,0.25,0.3,20,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6705761824295581,0.12514725117460052,20.262999526923522,1
C0_d2_n00,7,-1.2,20,0.25,0.3,0,20,7,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.7160067994262063,0.12005227296966223,21.081904546939768,2
C5_d2_n00,7,-1.2,20,0.25,0.3,5,20,5,300,300,146,all_resolved,0,7,0,0,0,7,24,20,20.857142857142858,0.7111089669181663,0.11124359882699515,20.353663492016494,2
C8_d2_n00,7,-1.2,20,0.25,0.3,8,20,7,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.7160067994262063,0.12005227296966223,21.263813465018757,2
C12_d2_n00,7,-1.2,20,0.25,0.3,12,20,7,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.7160067994262063,0.12005227296966223,20.297988825012,2
C20_d2_n00,7,-1.2,20,0.25,0.3,20,20,7,300,300,146,all_resolved,0,7,0,0,0,7,26,20,20.857142857142858,0.7160067994262063,0.12005227296966223,20.73222916200757,2
C0_d2_n01,7,-1.2,20,0.25,0.3,0,20,4,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7246542165202509,0.13054487332715317,21.01102043397259,2
C5_d2_n01,7,-1.2,20,0.25,0.3,5,20,4,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7246542165202509,0.13054487332715317,21.747326290002093,2
C8_d2_n01,7,-1.2,20,0.25,0.3,8,20,4,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7246542165202509,0.13054487332715317,21.68528683995828,2
C12_d2_n01,7,-1.2,20,0.25,0.3,12,20,4,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7246542165202509,0.13054487332715317,19.89785557903815,2
C20_d2_n01,7,-1.2,20,0.25,0.3,20,20,4,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7246542165202509,0.13054487332715317,18.723801968968473,2
C0_d2_n02,7,-1.2,20,0.25,0.3,0,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7021532154215702,0.11654058205256188,20.708265582914464,2
C5_d2_n02,7,-1.2,20,0.25,0.3,5,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7021532154215702,0.11654058205256188,21.407771343016066,2
C8_d2_n02,7,-1.2,20,0.25,0.3,8,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7021532154215702,0.11654058205256188,21.85546054597944,2
C12_d2_n02,7,-1.2,20,0.25,0.3,12,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7021532154215702,0.11654058205256188,21.05113336397335,2
C20_d2_n02,7,-1.2,20,0.25,0.3,20,20,4,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7021532154215702,0.11654058205256188,20.75166203698609,2
C0_d2_n03,7,-1.2,20,0.25,0.3,0,20,9,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.7180982654154506,0.10644745270437188,19.475454333005473,2
