cand_id,tier,true_t_spike,true_ell_spike,hat_t_spike,hat_ell_spike,sd_t_spike,sd_ell_spike,n_trials_spike,decision_spike,true_t_seizure,true_ell_seizure,hat_t_seizure,hat_ell_seizure,sd_t_seizure,sd_ell_seizure,n_trials_seizure,decision_seizure,true_t_lpd,true_ell_lpd,hat_t_lpd,hat_ell_lpd,sd_t_lpd,sd_ell_lpd,n_trials_lpd,decision_lpd,true_t_gpd,true_ell_gpd,hat_t_gpd,hat_ell_gpd,sd_t_gpd,sd_ell_gpd,n_trials_gpd,decision_gpd,true_t_lrda,true_ell_lrda,hat_t_lrda,hat_ell_lrda,sd_t_lrda,sd_ell_lrda,n_trials_lrda,decision_lrda,true_t_grda,true_ell_grda,hat_t_grda,hat_ell_grda,sd_t_grda,sd_ell_grda,n_trials_grda,decision_grda,true_t_other,true_ell_other,hat_t_other,hat_ell_other,sd_t_other,sd_ell_other,n_trials_other,decision_other,n_trials_total
10,expert,0.2649583299647622,1.5149421300343964,0.2957744357315523,1.1054459895580373,0.15719588651325755,0.5003587398750515,10,pass,0.002147169897857613,1.555778413782559,-0.04777036247137286,1.1699049924907425,0.12472446253529677,0.4288656680137788,14,pass,-0.10432657067585907,1.2875810971174606,0.0070599482635158,1.6794600638731894,0.1179158647875268,0.5389199124769383,10,pass,0.07368328008892094,1.359781211926582,0.14459297966243845,1.2913431742513024,0.12036516662446684,0.5619419164540587,10,pass,0.13080072425433703,1.3325253236638712,-0.09364502602931842,1.3484959635595246,0.13633465775398437,0.5016140183334318,11,pass,0.1539725166124431,1.888881454686103,0.1418567738403622,1.3350568282495565,0.13993883150743947,0.4672304318359987,12,pass,0.10615138578283936,1.7056107816710966,0.05924541032509318,1.1605632891205644,0.13284796499781484,0.411005139283231,15,pass,82
11,expert,-0.015209955353096659,1.6278359041456303,0.02534445014307329,1.1728819563577828,0.14635071979043404,0.4835095250042292,11,pass,-0.06321197180473849,1.5162034448465722,-0.14470641671193785,1.3852737694383248,0.13424552041760326,0.5203491656160304,10,pass,-0.019084245831759758,1.4128776206527571,-0.02006522160353219,1.2144778647664765,0.13932579934399741,0.4020284231241657,16,pass,0.029851955285519607,1.6246550723675925,0.053586123657246305,1.5698894787064697,0.14120087774997464,0.5397038147183436,10,pass,-0.026403411512336983,1.7764396404715028,-0.08025025678084384,0.997000788920915,0.10520421968677585,0.3121275844067054,32,pass,-0.013192598913457526,1.464063382746918,0.012802698873849586,1.059412719311755,0.11834691032839381,0.33772057064413835,28,pass,-0.2513886182856734,1.5760545564898876,-0.19986546991325654,1.3319065653373858,0.14583775456735862,0.4866284762214404,11,pass,118
12,expert,-0.08297673114560403,1.163053000828437,0.1831363946959438,0.9979739158559555,0.1903750593519573,0.4342137446234605,13,pass,-0.2532919562990494,1.3282687942114757,-0.1865814674148332,1.34635531555297,0.19926480501546637,0.49782494900205804,10,pass,-0.18374941900261665,1.105286743318763,-0.08808731362723918,1.1985907771242328,0.15606342597905354,0.38463979119897423,18,pass,0.14461257673512642,0.8825810369473941,-0.019886766520682452,0.9462196405537482,0.1878750306751423,0.36675804926797484,21,pass,-0.3473702965067157,1.4686508072458204,-0.1814300091854845,1.2479969955665047,0.128865892325077,0.46259521048418395,15,pass,-0.4352722031410954,1.5362335712443151,-0.21188425319064275,1.0082802789598055,0.09745412309138622,0.3106568955044596,59,pass,-0.036047251262066274,0.9799467286088458,0.02074016269585494,1.2648494764106364,0.1663559845577745,0.43684178963328596,14,pass,150
13,expert,-0.1992356023131099,1.3738571377163433,-0.029106378828978728,0.9323811713753447,0.1946580862758648,0.3865060942888536,18,pass,-0.324899213052522,1.3116929054631066,-0.18086496482315456,1.336326002536603,0.1795562752827026,0.5003623146659428,10,pass,-0.1679232483812734,1.7516217138483232,-0.0804551468421201,1.3854269702793853,0.15595321371204085,0.471932615094799,12,pass,0.0013183427111684788,1.5509723463408522,-0.09557777456914177,1.2750144989360679,0.19284677423989638,0.5030366361802739,10,pass,0.07684139510955094,1.394244031160413,-0.09538476845279237,1.35927070966122,0.19227607933953342,0.5174974773654356,10,pass,0.021620563881535583,1.6896303731208764,-0.0263639348581608,1.1151286370575835,0.14771175642807763,0.37059753938955736,19,pass,0.4472409567262931,1.3762092494366316,0.2413240533107356,1.0384988640931967,0.1409029321776732,0.3606105491567154,22,pass,101
14,expert,-0.030274359865865158,1.1944734010903568,-0.054005455604187146,1.031141259031353,0.17769353649564978,0.45125741904672445,13,pass,0.2203745908300655,1.426035716473419,0.11325125105633907,1.196839861097019,0.16129459567350876,0.4209999239892265,16,pass,0.040521293936814695,1.4199394129012661,-0.0963519508508868,1.2241447957093068,0.1409961707195858,0.4112802206751433,16,pass,-0.08464883569089825,1.435679073360991,0.01896112601139527,1.38678584032385,0.176774971824299,0.5266162513066247,10,pass,0.22122616846430587,1.7166450215891367,0.1566174587358082,1.447186935556547,0.15644069715083295,0.5160328596748063,10,pass,0.34208172025356187,1.5703663805062524,0.22913929268416106,1.227819608019112,0.13773411593943816,0.437325426956962,14,pass,-0.1692122184337157,2.0363300187824755,-0.13605486942021877,1.4766805106763303,0.16746571899112273,0.5190882317076138,10,pass,89
15,expert,0.03512670091251098,1.8458768051911605,-0.06869775100873424,0.9469522265294147,0.19072429450512432,0.3807593759010643,19,pass,-0.3328882359884601,1.7832484301535962,-0.18974998849735095,1.3120058108911232,0.1914104107077565,0.4966639770864303,10,pass,0.21697813623158965,0.9440532629327714,0.13412752112915402,0.7948319883682321,0.0734904640540658,0.15816123410858698,108,pass,-0.3794525494468709,1.3633311136971196,-0.18281294998346706,1.28039818746614,0.1842398368485924,0.5037022568666678,11,pass,0.32756436029326297,0.9421944237105941,0.05098429590502604,1.2339122585608107,0.16922901048880348,0.4301075361748054,15,pass,-0.026360274091453584,2.132488871319698,-0.08422062131147401,1.2982797360840874,0.15619897023251128,0.460916580877976,14,pass,-0.06013872225460525,1.6562500000656564,-0.03834206708741733,1.5083065731456595,0.18879291789061292,0.5201961548382354,10,pass,187
16,expert,-0.17129262218822425,0.8930225659269698,0.027580866990555925,1.149479328864287,0.19332201916894534,0.49525409036406853,10,pass,0.19496903188637282,1.1674984411889904,0.14408593313997975,0.8769381560401337,0.1154621066530926,0.24765264689044952,42,pass,-0.22816987915882925,1.094261847298088,-0.03194610168804776,1.0512346438758269,0.10752511404165403,0.2976890316185334,29,pass,-0.17531412098194765,1.2418307895000575,-0.10173253912511221,0.988403634899573,0.17934492698692905,0.3788130837522495,18,pass,0.310011217033181,1.1794564957495404,0.12946726504120315,0.9944757206320325,0.12486107009547777,0.2999755448162904,30,pass,0.42337818566896035,1.223766634566664,0.21166346467641103,1.2727614922065837,0.15298982402280803,0.3958438569722357,17,pass,-0.06307235016061584,1.8817881320702134,-0.09508352476692422,1.3662002926221628,0.17846223248322354,0.4880286131708522,11,pass,157
17,expert,0.017051398742431095,1.573003957486793,-0.01682778690309597,1.0858396327007787,0.15727817815137216,0.46078237120318644,12,pass,0.4049664134780502,1.72584488991592,0.0698797251352454,1.4702181173634168,0.17134741966476968,0.5213005031974115,10,pass,-0.08982513791788474,1.4382031046396275,-0.12100338838436575,1.4645583236527644,0.12405760762365535,0.48627693525748633,12,pass,0.17668506144819743,1.3869479511067317,0.1901125030482175,1.3857876080305807,0.16955180321984523,0.5069871947745489,10,pass,-0.03192767298035048,1.3933639770439241,-0.03003482567851116,1.302499878189828,0.16987653814031242,0.44903877868849645,14,pass,0.22640016128770016,1.564278466965484,0.0540562670999972,1.0151579887577573,0.12527732665921784,0.31929138895726045,34,pass,0.11495234500827044,1.29072298853767,0.13098449159047976,1.1057697890812817,0.13209372607546296,0.37207446878220973,19,pass,111
18,expert,0.07538047865228603,1.8093170564835646,0.06301073987928817,1.0367637161474643,0.15435012560682634,0.4536983418427971,12,pass,-0.1098087899527517,1.3579926059635747,-0.17037571544518137,1.4044372739657165,0.14749425277895903,0.5087049777064464,10,pass,-0.16222054543037837,1.222141486461629,0.029818642593273305,1.1991317224435944,0.12946960745277938,0.3792813222062114,18,pass,-0.1891589546146831,1.8755752946075714,-0.1479430881307628,1.2242432978297124,0.19440268706667913,0.4914435314909366,11,pass,-0.008786108763612513,1.2767560471770587,-0.014762873090211182,1.0898027487486246,0.1347132928335995,0.35432868356926533,25,pass,0.06429466319794784,2.022493057402711,0.009928415145815312,1.6328849535713856,0.13256766006657406,0.5325128154523447,10,pass,0.29283956552306706,1.8359576772362667,0.11504658822658453,1.3324219562445434,0.12265599104964706,0.4991875276156314,11,pass,97
19,expert,-0.2807452058188633,1.469316412512933,-0.1491489859374105,1.0708300316235293,0.19948106525173698,0.46713426220595083,12,pass,-0.11823707210439385,1.6257196942119156,-0.16732744205943395,1.3518301082801827,0.15939295732886585,0.5045625222754694,10,pass,-0.030476557928831794,1.1118271288932788,0.07101416460492554,1.1388327934541098,0.11384247853123422,0.35278121448425903,21,pass,0.09645471288822793,1.59724467681113,0.19092611853775224,1.2694751754654454,0.17469504641501857,0.5097021011676319,10,pass,-0.3882534218622186,1.3589032661211597,-0.21787481460844055,1.0932028693978133,0.10217260147579368,0.34993660909698826,31,pass,0.3609292212570848,1.850213085079208,0.14264518981159774,1.4221865923979935,0.17274149151419343,0.5083656574392523,10,pass,0.0034747593913220668,1.5242934293047679,-0.029224251001206257,1.2565748060156372,0.18107128843697787,0.47778845530572,11,pass,105
20,expert,-0.038256801950461265,1.294681834330427,0.05171775319344066,1.1109902878908349,0.16620614824946978,0.47941020299510484,11,pass,-0.06885165905214032,1.3468062756486092,0.013127496886307972,0.9989697343696389,0.1167400848935831,0.3257176411810276,24,pass,0.018234656549450053,1.6276780047081887,0.015057560206319822,1.2334407354301729,0.13697895840245355,0.4045849959724638,16,pass,-0.19982826516888333,1.532136145273124,-0.12842364792953248,1.2526091404267703,0.19563321786541998,0.5104504914785559,10,pass,0.14238077613561584,1.271463429691982,0.07523927507084381,1.368025948608144,0.17063899866944657,0.4883276926791498,12,pass,0.25103520008666863,1.1350206737792237,0.1766994108535437,1.085547545616125,0.14199810935891263,0.3459722812103867,23,pass,-0.11525215533785116,1.374440721297489,-0.02577676072078148,0.9836053646882312,0.14611868629446417,0.304195867018798,29,pass,125
21,expert,0.060812065885472166,1.4939346994614082,0.14743807938641776,1.3550164923016337,0.13481901382334618,0.5166159352620522,10,pass,0.052514139978900365,1.65280981645388,-0.04608581148184217,1.3608221173054202,0.16543121809601002,0.4851253421529167,11,pass,-0.24277293011837,1.1915529307444277,-0.14470305011311685,1.104342819409326,0.11312840024396989,0.33113446555869686,24,pass,-0.18555658604920933,1.3120092170447446,-0.1049473421191277,0.8688133458143793,0.12696329345859964,0.31362531759447465,30,pass,0.15635796328688664,1.4364519502837685,0.14694611979316358,1.3149849195627685,0.1527639123243193,0.4631195991848108,12,pass,-0.05956175969092429,2.0173984970281356,0.025295967893412166,1.1657437143696676,0.15555319365581122,0.3941593013773978,17,pass,0.43654945596359584,1.8457804680582208,0.14517905535626444,1.2984480261454494,0.13370755195736184,0.48808704666572794,11,pass,115
22,expert,0.15081803923766587,1.3380011499599591,0.1278876052881979,1.076062018328738,0.19049336304920114,0.4608258947158722,12,pass,-0.03793822142205155,1.620790606178585,-0.0743530180381918,1.312641405063235,0.16834383779403425,0.4883692494630465,11,pass,-0.24129021314454013,1.4318044985086291,-0.12435210913068893,1.0154540450812317,0.12903526938546972,0.2840949297301574,39,pass,0.032226826873675424,1.7248311543743144,0.11793995821416199,1.4122914266492372,0.15024922533540597,0.5213442073776138,10,pass,0.018802853663881267,1.5684861023331864,-0.05316807778954281,1.6031302582039566,0.15924189292943153,0.5380628106568816,10,pass,0.05555684274604297,1.6894849098238813,-0.06693236103968916,1.4459795403917883,0.16940171539221532,0.5070349571797617,11,pass,0.01988605572118307,1.3507539930146688,-0.10623046565439183,1.0468451348527736,0.16010935521040057,0.347046375146844,22,pass,115
23,expert,-0.19905879503657642,1.9951036557529909,-0.12175586632408938,1.0825233790217947,0.218639150444642,0.4785936902445584,11,pass,0.36820819117257775,2.0963014103824515,0.07841236404008955,1.6287025499277183,0.1327758515630634,0.5347740031281298,10,pass,0.08734157861150708,1.7401655535222127,-0.005532218803539726,1.269703943855162,0.12475892119100698,0.42086103527939916,15,pass,0.33367795978760584,1.8704370742228071,0.2611813954183097,1.2295190377522516,0.16148860145551264,0.46274634158144873,12,pass,0.09483900142913566,1.9918721604310043,-0.01298706780115526,1.8524165048894952,0.1139971058103618,0.5871090671364142,10,pass,0.07318786166795493,2.487477403447972,-0.10463033161114796,1.4442254455031327,0.14103282592148444,0.49828003528271836,11,pass,-0.08636337620649995,1.9814464559586304,-0.06051660500174673,1.3057903443759664,0.13810013237219607,0.5021783376792031,11,pass,80
24,expert,0.14922783362023936,1.7457499539999124,0.1275074947689805,1.4459782197551194,0.12113886639516157,0.5327193019965384,10,pass,-0.20426248879962425,1.5505680982520365,-0.020895372845054556,1.3963058665065207,0.1706759722331915,0.5075953685594942,10,pass,0.349834304991945,2.0970142845316193,0.201820565066827,1.3481104257619554,0.13500058982381025,0.4533871923364821,13,pass,0.6030832767713918,1.9348507431375501,0.16745848636328253,1.3082603168252314,0.1816270453993011,0.5052874785254988,10,pass,-0.18901950411697754,1.9125768293693068,-0.08654671519704957,1.3765717598511906,0.14370294332491299,0.47743959287074006,12,pass,-0.10469282042053961,2.0413484538309477,-0.06329479261811911,1.1520467824227187,0.1296012714085121,0.3985226964786183,17,pass,0.13942394358646065,1.7377345607530903,0.012592317490334055,1.7272586882121241,0.12599795901587224,0.5304167613901017,10,pass,82
25,expert,0.2854471516727769,1.6772439633730505,0.15697329710369032,1.4358737689510697,0.15398616332080858,0.5084193023246846,10,pass,0.415417684072638,1.850474817540413,0.2240757746840334,1.2514945988322155,0.1575078228452514,0.4651208978101724,12,pass,0.11687986960689407,1.2977626622876168,0.10025650031313046,1.1853890065327601,0.13382921388897626,0.3840535066925281,18,pass,-0.1667507048482897,1.567646296436347,-0.1522236209531302,1.2404608617718291,0.20716717309298782,0.5113690895597087,10,pass,0.06809208825193323,1.1738361917617819,0.0190263574092118,1.2014789721926333,0.1497187712528318,0.42120603972193266,15,pass,0.27939933356714736,1.3656752635399803,0.02762714784506655,1.5443352486883193,0.15858626461462502,0.5227954556799776,10,pass,0.20141073670683796,1.6668597027736223,-0.006705713552874156,1.2156514776065976,0.13140473874089947,0.4319444889173766,14,pass,89
26,expert,-0.43338063226822876,2.007859955143136,-0.2856372255780057,1.2552211584898494,0.17083532381798505,0.5154609699721973,10,pass,0.049949541442375074,2.5369813481882373,0.00750029971978194,1.7097070375993613,0.1316392052986602,0.5295401288389062,10,pass,0.053103589784968486,1.6833521122914343,-0.030572802150757816,1.422038482755232,0.15409045137918867,0.4756531028987556,12,pass,0.3045837342897233,1.788976210326814,0.1553849753706527,1.03669258625684,0.17002602357064525,0.4095053524908205,15,pass,0.3490141143872347,1.4371420074302048,0.17049256706129065,1.3906960139984286,0.15079566471432945,0.5168000339386661,10,pass,-0.2466504163009792,1.832332920894817,-0.06453580478745698,1.1079483792984404,0.15221771175012078,0.37685355127463777,19,pass,-0.20737358749306398,1.7032435100704164,-0.09657655260125114,1.1471299532853843,0.15211798869906193,0.3875678135430063,18,pass,94
27,expert,0.37393277843365436,1.445327692827161,0.15293988186508004,1.024565975795442,0.1757962636458667,0.41789871676762586,14,pass,-0.16480186760877535,2.2223101058741594,-0.007618523928049708,1.7738662006113595,0.12380161981013944,0.5317337326179981,10,pass,-0.1553741379708933,1.7224736940772432,0.0019977949249972084,1.7165248630757766,0.13321370543922398,0.5303123195938179,10,pass,-0.026908843437888515,1.7294619220921135,-0.13311755709865392,1.3224799934332985,0.17879520158956203,0.5046710738599066,10,pass,-0.32718929042605327,1.3902459611871332,-0.12641888781218447,1.3995717055438541,0.1431059880417096,0.5093767641300728,11,pass,0.0563048095193685,1.7919780887257217,0.0023298116751133986,1.7463320840856709,0.12911388941826027,0.527982154946616,10,pass,-0.07115420865870829,1.7514821654783965,-0.031181242308966066,1.0602975911508972,0.16740495474607056,0.3751131276485476,19,pass,84
28,expert,0.468478147735791,1.9933247595553525,0.3562726911625745,1.1345266163285668,0.18834912622053185,0.48918587145351233,10,pass,-0.21691585075708503,2.0154421304914125,-0.21700311021335705,1.2891514772004147,0.13109851699821717,0.4727830398467949,12,pass,-0.3086115557505231,1.7354350276229622,-0.20724472822062542,1.2888264054007732,0.13689931027152138,0.43289215189988467,14,pass,-0.3937356268676778,2.051445620577393,-0.13095227392946712,1.3019122128401763,0.17257557123668438,0.5039217667185272,10,pass,0.44988918635815,1.2943848778707663,0.2200979784720807,1.3297395526827325,0.14059860111766895,0.47377340689756503,12,pass,0.05088184675010541,1.710297470863762,-0.0005121917961630632,1.6646260753614233,0.12568123213114943,0.5364330237233528,10,pass,0.10373310407918152,1.618998601987321,0.11876129501974625,1.399148473388475,0.11856181113819124,0.5374487701350965,10,pass,78
29,expert,-0.17092477814601093,1.3023348851059482,0.13037589654984186,1.3787467251965506,0.13392120743134087,0.5206637186798689,10,pass,0.40015390201283907,1.9737543520109317,0.16008943143787258,1.269049844332685,0.1505204768009848,0.4545172609127286,13,pass,0.2555562717651373,1.7320589987052246,0.08905552854773247,1.5718805082661216,0.14186471444000465,0.5284709473109179,10,pass,0.06234631928613356,1.5742863102696083,-0.024704159301833818,0.9582530222112399,0.1441706675643575,0.3555798828999218,20,pass,0.08898527066058082,1.261967524375462,0.14945142131612696,1.3605983886361837,0.1338487730871953,0.5279307038107487,10,pass,-0.1715010117547007,2.0278495838503776,-0.04050492298007713,1.685854692666951,0.1227742992578325,0.5517940627848595,10,pass,-0.22888601764360914,2.1471070679247055,-0.010954058114964488,1.2830047581437702,0.16146392204100524,0.4621991864725536,12,pass,85
